673;673;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Lubin 4;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Lubin 4;178 km;2 hr 12 min
674;674;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Zatory;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Zatory;500 km;5 hr 27 min
675;675;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Mniów;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Mniów;323 km;4 hr 16 min
676;676;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Gołymin;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Gołymin;525 km;5 hr 49 min
677;677;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Połaniec;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Połaniec;125 km;1 hr 59 min
678;678;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Turek 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Turek 1;257 km;3 hr 32 min
679;679;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);AP Kamienna Góra;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);AP Kamienna Góra;167 km;2 hr 24 min
680;680;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Ostrów Wielkopolski 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Ostrów Wielkopolski 1;193 km;2 hr 32 min
681;681;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Rzeszów 10;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Rzeszów 10;405 km;4 hr 23 min
682;682;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Warszawa 106;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Warszawa 106;457 km;5 hr 1 min
683;683;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);AP Biskupice;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);AP Biskupice;304 km;3 hr 15 min
684;684;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Świecie nad Wisłą 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Świecie nad Wisłą 1;459 km;5 hr 1 min
685;685;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Radomsko 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Radomsko 1;255 km;2 hr 59 min
686;686;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Świdnik k. Lublina 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Świdnik k. Lublina 1;514 km;6 hr 11 min
687;687;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Bydgoszcz 44;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Bydgoszcz 44;422 km;4 hr 32 min
688;688;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Lesko;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Lesko;462 km;5 hr 38 min
689;689;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Sanok 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Sanok 1;446 km;5 hr 24 min
690;690;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Dukla;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Dukla;410 km;5 hr 9 min
691;691;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Kraków 60;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Kraków 60;236 km;3 hr 3 min
692;692;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Wojaszówka;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Wojaszówka;401 km;4 hr 36 min
693;693;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Wieliczka;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Wieliczka;246 km;3 hr 1 min
694;694;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Kocmyrzów;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Kocmyrzów;262 km;3 hr 22 min
695;695;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Koniusza;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Koniusza;272 km;3 hr 27 min
696;696;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Odolanów;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Odolanów;169 km;2 hr 7 min
697;697;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Myślenice;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Myślenice;256 km;3 hr 10 min
698;698;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Kołobrzeg 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Kołobrzeg 1;577 km;5 hr 43 min
699;699;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Starogard Gdański 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Starogard Gdański 1;606 km;5 hr 50 min
700;700;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Łubianka;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Łubianka;449 km;4 hr 53 min
701;701;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Warszawa 149;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Warszawa 149;436 km;4 hr 22 min
702;702;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Korfantów;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Korfantów;22.9 km;24 min
703;703;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Skarżysko-Kamienna 2;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Skarżysko-Kamienna 2;351 km;4 hr 14 min
704;704;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Bytom 2;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Bytom 2;152 km;1 hr 53 min
705;705;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Suchy Las;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Suchy Las;290 km;3 hr 4 min
706;706;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Jastrzębie-Zdrój;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Jastrzębie-Zdrój;178 km;2 hr 3 min
707;707;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Chojnice 2;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Chojnice 2;480 km;5 hr 15 min
708;708;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Krosno 5;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Krosno 5;414 km;4 hr 53 min
709;709;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Nowy Sącz 2;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Nowy Sącz 2;341 km;4 hr 20 min
710;710;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Konopki;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Konopki;510 km;5 hr 44 min
711;711;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Krzczonów;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Krzczonów;535 km;6 hr 3 min
712;712;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Warszawa 30;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Warszawa 30;450 km;4 hr 49 min
713;713;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Masłów;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Masłów;329 km;4 hr 2 min
714;714;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Bydgoszcz 21;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Bydgoszcz 21;402 km;4 hr 12 min
715;715;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Radom 3;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Radom 3;391 km;4 hr 35 min
716;716;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Wojsławice;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Wojsławice;574 km;6 hr 46 min
717;717;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Serock n. Narwią;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Serock n. Narwią;483 km;5 hr 15 min
718;718;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Warszawa 61;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Warszawa 61;442 km;4 hr 29 min
719;719;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Wrocław 67;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Wrocław 67;87.6 km;1 hr 20 min
720;720;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Nowe Skalmierzyce;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Nowe Skalmierzyce;206 km;2 hr 36 min
721;721;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Międzyrzec Podlaski 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Międzyrzec Podlaski 1;585 km;6 hr 25 min
722;722;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Opole 6;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Opole 6;60.5 km;1 hr 6 min
723;723;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Kozienice 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Kozienice 1;419 km;5 hr 15 min
724;724;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Trzebieszów;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Trzebieszów;574 km;6 hr 21 min
725;725;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Pińczów;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Pińczów;286 km;3 hr 46 min
726;726;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Leszno 2;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Leszno 2;192 km;2 hr 11 min
727;727;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Starachowice 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Starachowice 1;365 km;4 hr 29 min
728;728;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Chrzanów;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Chrzanów;189 km;2 hr 10 min
729;729;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Warszawa 130;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Warszawa 130;452 km;4 hr 36 min
730;730;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Proszowice;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Proszowice;276 km;3 hr 30 min
731;731;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Szczecin 3;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Szczecin 3;466 km;4 hr 56 min
732;732;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Biała Podlaska 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Biała Podlaska 1;609 km;6 hr 46 min
733;733;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Bełchatów 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Bełchatów 1;282 km;3 hr 17 min
734;734;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Gdańsk 50;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Gdańsk 50;647 km;6 hr 12 min
735;735;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Głowno 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Głowno 1;356 km;3 hr 44 min
736;736;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Inowrocław 11;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Inowrocław 11;397 km;4 hr 17 min
737;737;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Piekary Śląskie 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Piekary Śląskie 1;155 km;1 hr 55 min
738;738;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Toruń 2;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Toruń 2;490 km;4 hr 53 min
739;739;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Warszawa 42;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Warszawa 42;443 km;4 hr 31 min
740;740;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Tarnów 2;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Tarnów 2;322 km;3 hr 45 min
741;741;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Sosnowiec 8;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Sosnowiec 8;172 km;2 hr
742;742;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Poznań 29;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Poznań 29;281 km;2 hr 58 min
743;743;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Konin 2;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Konin 2;271 km;3 hr 41 min
744;744;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Katowice 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Katowice 1;156 km;1 hr 53 min
745;745;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Ostrołęka 2;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Ostrołęka 2;559 km;5 hr 58 min
746;746;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Gdynia 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Gdynia 1;669 km;6 hr 24 min
747;747;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Jelenia Góra 14;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Jelenia Góra 14;180 km;2 hr 31 min
748;748;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Łysomice;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Łysomice;504 km;5 hr 1 min
749;749;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Syców;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Syców;157 km;1 hr 52 min
750;750;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Myszków 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Myszków 1;195 km;2 hr 26 min
751;751;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Radom 14;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Radom 14;-1;-1
752;752;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Kraków 47;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Kraków 47;-1;-1
753;753;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Kraków 4;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Kraków 4;230 km;2 hr 54 min
754;754;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);AP Kraków;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);AP Kraków;227 km;2 hr 40 min
755;755;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Kraków 23;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Kraków 23;229 km;2 hr 36 min
756;756;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Suchedniów;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Suchedniów;340 km;4 hr 5 min
757;757;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Skarżysko-Kamienna 5;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Skarżysko-Kamienna 5;351 km;4 hr 15 min
758;758;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Żagań 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Żagań 1;229 km;2 hr 50 min
759;759;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Rejowiec Lubelski;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Rejowiec Lubelski;572 km;6 hr 40 min
760;760;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Kielce 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Kielce 1;320 km;4 hr 1 min
761;761;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Kunów;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Kunów;376 km;4 hr 49 min
762;762;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Wyrzysk;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Wyrzysk;376 km;4 hr 22 min
763;763;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Grudziądz 9;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Grudziądz 9;543 km;5 hr 15 min
764;764;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Sosnowiec 15;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Sosnowiec 15;179 km;2 hr 4 min
765;765;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);AP Ostrowiec Świętokrzyski;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);AP Ostrowiec Świętokrzyski;383 km;4 hr 57 min
766;766;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Warszawa 4;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Warszawa 4;451 km;4 hr 51 min
767;767;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Kraków 65;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Kraków 65;228 km;2 hr 45 min
768;768;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Świecie nad Wisłą 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Świecie nad Wisłą 1;456 km;4 hr 56 min
769;769;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Będzin 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Będzin 1;169 km;1 hr 58 min
770;770;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Zielona Góra 2;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Zielona Góra 2;263 km;3 hr 9 min
771;771;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Kwidzyn 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Kwidzyn 1;577 km;5 hr 44 min
772;772;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Police 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Police 1;446 km;4 hr 46 min
773;773;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Wolbrom;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Wolbrom;219 km;2 hr 44 min
774;774;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);AP Katowice;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);AP Katowice;157 km;1 hr 58 min
775;775;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Gródek;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Gródek;671 km;6 hr 49 min
776;776;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Kraków 73;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Kraków 73;232 km;2 hr 55 min
777;777;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Wrocław 48;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Wrocław 48;89.5 km;1 hr 30 min
778;778;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Mysłowice 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Mysłowice 1;166 km;1 hr 56 min
779;779;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Bydgoszcz 31;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Bydgoszcz 31;413 km;4 hr 18 min
780;780;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Kamień Pomorski;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Kamień Pomorski;530 km;5 hr 20 min
781;781;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Lubliniec 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Lubliniec 1;141 km;1 hr 57 min
782;782;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Gliwice 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Gliwice 1;125 km;1 hr 36 min
783;783;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Koszalin 2;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Koszalin 2;618 km;6 hr 3 min
784;784;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Wysokie Mazowieckie;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Wysokie Mazowieckie;587 km;6 hr 2 min
785;785;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Władysławów k. Turku;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Władysławów k. Turku;267 km;3 hr 40 min
786;786;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Słupca 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Słupca 1;342 km;3 hr 30 min
787;787;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Gdańsk 53;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Gdańsk 53;660 km;6 hr 18 min
788;788;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Ulanów;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Ulanów;448 km;4 hr 55 min
789;789;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Zamość 4;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Zamość 4;540 km;6 hr 10 min
790;790;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Warszawa 4;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Warszawa 4;450 km;4 hr 49 min
791;791;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Poznań 6;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Poznań 6;274 km;3 hr 2 min
792;792;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Drzewica;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Drzewica;385 km;4 hr 43 min
793;793;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Czeladź 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);FUP Czeladź 1;168 km;2 hr 2 min
794;794;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Słupca 1;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Słupca 1;339 km;3 hr 26 min
795;795;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Trzemeszno;UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa);UP Trzemeszno;347 km;3 hr 34 min
