;sending_location;delivery_location
4572;DER Gorzów Wielkopolski (ul. Kazimierza Jagiellończyka 4, 66-400 Gorzów Wielkopolski);UP Kalisz 2
4573;UP Cmolas (36-105 Cmolas);Centrum Obsługi Finansowej Bytom
4574;UP Cmolas (36-105 Cmolas);UP Warszawa 93
4575;UP Cmolas (36-105 Cmolas);UP Gdańsk 6
4576;UP Cmolas (36-105 Cmolas);UP Rzeszów 17
4577;UP Cmolas (36-105 Cmolas);UP Tarnobrzeg 1
4578;UP Cmolas (36-105 Cmolas);PP Rudna Mała R101
4579;UP Cmolas (36-105 Cmolas);UP Katowice 1
4580;UP Cmolas (36-105 Cmolas);UP Cmolas
4581;UP Cmolas (36-105 Cmolas);UP Żurawica
4582;UP Cmolas (36-105 Cmolas);UP Rzeszów 2
4583;UP Cmolas (36-105 Cmolas);UP Majdan Królewski
4584;UP Cmolas (36-105 Cmolas);UP Raniżów
4585;UP Cmolas (36-105 Cmolas);UP Sokoły
4586;UP Cmolas (36-105 Cmolas);UP Kolbuszowa
4587;UP Cmolas (36-105 Cmolas);UP Rzeszów 13
4588;UP Cmolas (36-105 Cmolas);UP Sieniawa
4589;UP Cmolas (36-105 Cmolas);UP Mielec 1
4590;UP Cmolas (36-105 Cmolas);UP Lublin 2
4591;UP Cmolas (36-105 Cmolas);UP Raszyn
4592;UP Cmolas (36-105 Cmolas);UP Tarnów 3
4593;UP Cmolas (36-105 Cmolas);UP Szczyrk
4594;UP Cmolas (36-105 Cmolas);UP Gliwice 22
4595;UP Cmolas (36-105 Cmolas);UP Pińczów
4596;UP Cmolas (36-105 Cmolas);UP Miastko 1
4597;UP Cmolas (36-105 Cmolas);UP Głogów Małopolski
4598;UP Cmolas (36-105 Cmolas);UP Iwanowice Włościańskie
4599;UP Cmolas (36-105 Cmolas);UP Nowa Ruda 1
4600;UP Cmolas (36-105 Cmolas);UP Toruń 17
4601;UP Cmolas (36-105 Cmolas);UP Leżajsk
4602;UP Cmolas (36-105 Cmolas);UP Kielce 2
4603;UP Cmolas (36-105 Cmolas);UP Katowice 26
4604;UP Cmolas (36-105 Cmolas);UP Kraków 4
4605;UP Cmolas (36-105 Cmolas);UP Gdańsk 24
4606;UP Cmolas (36-105 Cmolas);UP Warszawa 113
4607;UP Cmolas (36-105 Cmolas);UP Dębica 2
4608;UP Cmolas (36-105 Cmolas);PP Białystok B103
4609;UP Cmolas (36-105 Cmolas);UP Nowy Sącz 2
4610;UP Cmolas (36-105 Cmolas);UP Pilzno
4611;UP Cmolas (36-105 Cmolas);UP Ropczyce
4612;UP Cmolas (36-105 Cmolas);UP Łańcut
4613;UP Cmolas (36-105 Cmolas);UP Tyczyn
4614;UP Cmolas (36-105 Cmolas);UP Nowa Dęba
4615;UP Cmolas (36-105 Cmolas);UP Warszawa 76
4616;UP Cmolas (36-105 Cmolas);UP Warszawa 1
4617;UP Cmolas (36-105 Cmolas);UP Żory 1
4618;UP Cmolas (36-105 Cmolas);UP Świlcza
4619;UP Cmolas (36-105 Cmolas);UP Chrzanów
4620;UP Cmolas (36-105 Cmolas);UP Rzeszów 11
4621;UP Cmolas (36-105 Cmolas);UP Śrem 1
4622;UP Cmolas (36-105 Cmolas);FUP Warszawa 91
4623;UP Cmolas (36-105 Cmolas);UP Lubin 1
4624;UP Cmolas (36-105 Cmolas);UP Warszawa 13
4625;UP Cmolas (36-105 Cmolas);UP Strumień
4626;UP Cmolas (36-105 Cmolas);UP Jelcz-Laskowice 4
4627;UP Cmolas (36-105 Cmolas);UP Starachowice 1
4628;UP Cmolas (36-105 Cmolas);UP Wadowice
4629;UP Cmolas (36-105 Cmolas);UP Warszawa 119
4630;UP Cmolas (36-105 Cmolas);UP Warszawa 4
4631;UP Cmolas (36-105 Cmolas);PP Bydgoszcz C102
4632;UP Cmolas (36-105 Cmolas);UP Gdynia 2
4633;UP Cmolas (36-105 Cmolas);UP Mielec 4
4634;UP Cmolas (36-105 Cmolas);UP Rzeszów 14
4635;UP Cmolas (36-105 Cmolas);AP Lublin
4636;UP Cmolas (36-105 Cmolas);UP Poznań 2
4637;UP Cmolas (36-105 Cmolas);UP Skierniewice 2
4638;UP Cmolas (36-105 Cmolas);UP Grębów
4639;UP Cmolas (36-105 Cmolas);UP Połaniec
4640;UP Cmolas (36-105 Cmolas);UP Przemyśl 2
4641;UP Cmolas (36-105 Cmolas);UP Raków k. Staszowa
4642;UP Cmolas (36-105 Cmolas);UP Gorzyce Tarnobrzeskie
4643;UP Cmolas (36-105 Cmolas);UP Wrocław 39
4644;UP Cmolas (36-105 Cmolas);UP Padew Narodowa
4645;UP Cmolas (36-105 Cmolas);UP Piła 4
4646;UP Cmolas (36-105 Cmolas);UP Wrocław 60
4647;UP Cmolas (36-105 Cmolas);UP Wrocław 68
4648;UP Cmolas (36-105 Cmolas);UP Koluszki
4649;UP Cmolas (36-105 Cmolas);UP Grodzisk Mazowiecki 1
4650;UP Cmolas (36-105 Cmolas);UP Dzikowiec k. Kolbuszowej
4651;UP Cmolas (36-105 Cmolas);UP Jasło 1
4652;UP Cmolas (36-105 Cmolas);UP Warszawa 42
4653;UP Cmolas (36-105 Cmolas);UP Kraków 55
4654;UP Cmolas (36-105 Cmolas);UP Sandomierz 1
4655;UP Cmolas (36-105 Cmolas);UP Bieruń Nowy
4656;UP Cmolas (36-105 Cmolas);UP Warszawa 131
4657;UP Cmolas (36-105 Cmolas);UP Pakość
4658;UP Cmolas (36-105 Cmolas);UP Rzeszów 6
4659;UP Cmolas (36-105 Cmolas);UP Tarnów 2
4660;UP Cmolas (36-105 Cmolas);UP Tomaszów Lubelski 1
4661;UP Cmolas (36-105 Cmolas);UP Nowiny
4662;UP Cmolas (36-105 Cmolas);UP Kraków 28
4663;UP Cmolas (36-105 Cmolas);UP Warszawa 91
4664;UP Cmolas (36-105 Cmolas);UP Lublin 50
4665;UP Cmolas (36-105 Cmolas);UP Warszawa 153
4666;UP Cmolas (36-105 Cmolas);UP Radom 2
4667;UP Cmolas (36-105 Cmolas);FUP Kolbuszowa
4668;UP Cmolas (36-105 Cmolas);UP Warszawa 97
4669;UP Cmolas (36-105 Cmolas);UP Rudnik n. Sanem
4670;UP Cmolas (36-105 Cmolas);UP Nisko
4671;UP Cmolas (36-105 Cmolas);UP Wrocław 66
4672;UP Cmolas (36-105 Cmolas);UP Szczecin 18
4673;UP Cmolas (36-105 Cmolas);UP Piaseczno k. Warszawy 1
4674;UP Cmolas (36-105 Cmolas);UP Kraków 73
4675;UP Cmolas (36-105 Cmolas);UP Bieliny
4676;UP Cmolas (36-105 Cmolas);UP Rybnik 1
4677;UP Cmolas (36-105 Cmolas);UP Mielec 3
4678;UP Cmolas (36-105 Cmolas);UP Nowy Targ 1
4679;UP Cmolas (36-105 Cmolas);UP Rymanów
4680;UP Cmolas (36-105 Cmolas);UP Opoczno 1
4681;UP Cmolas (36-105 Cmolas);PP Lublin L101
4682;UP Cmolas (36-105 Cmolas);FUP Dzikowiec k. Kolbuszowej
4683;UP Cmolas (36-105 Cmolas);UP Swarzędz 1
4684;UP Cmolas (36-105 Cmolas);UP Wiśniowa n. Wisłokiem
4685;UP Cmolas (36-105 Cmolas);UP Drzewica
4686;UP Cmolas (36-105 Cmolas);UP Częstochowa 1
4687;UP Cmolas (36-105 Cmolas);UP Warszawa 79
4688;UP Cmolas (36-105 Cmolas);UP Sulejów
4689;UP Cmolas (36-105 Cmolas);UP Przecław
4690;UP Cmolas (36-105 Cmolas);UP Limanowa
4691;UP Cmolas (36-105 Cmolas);UP Ostrowiec Świętokrzyski 1
4692;UP Cmolas (36-105 Cmolas);FUP Wrocław 48
4693;UP Cmolas (36-105 Cmolas);UP Łowicz 1
4694;UP Cmolas (36-105 Cmolas);UP Kraków 23
4695;UP Cmolas (36-105 Cmolas);UP Lublin 9
4696;UP Cmolas (36-105 Cmolas);UP Środa Śląska
4697;UP Cmolas (36-105 Cmolas);UP Warszawa 133
4698;UP Cmolas (36-105 Cmolas);FUP Warszawa 65
4699;UP Cmolas (36-105 Cmolas);FUP Warszawa 133
4700;UP Cmolas (36-105 Cmolas);UP Brzozów
4701;UP Cmolas (36-105 Cmolas);UP Milanówek
4702;UP Cmolas (36-105 Cmolas);FUP Częstochowa 1
4703;UP Cmolas (36-105 Cmolas);UP Warszawa 72
4704;UP Cmolas (36-105 Cmolas);UP Stalowa Wola 1
4705;UP Cmolas (36-105 Cmolas);UP Krasne
4706;UP Cmolas (36-105 Cmolas);UP Bojanów k. Niska
4707;UP Cmolas (36-105 Cmolas);UP Łódź 17
4708;UP Cmolas (36-105 Cmolas);UP Bystrzyca Kłodzka 1
4709;UP Cmolas (36-105 Cmolas);UP Legnica 2
4710;UP Cmolas (36-105 Cmolas);UP Zamość 1
4711;UP Cmolas (36-105 Cmolas);UP Czernichów
4712;UP Cmolas (36-105 Cmolas);UP Wieruszów
4713;UP Cmolas (36-105 Cmolas);UP Bydgoszcz 15
4714;UP Cmolas (36-105 Cmolas);PP Piotrków Trybunalski E301
4715;UP Cmolas (36-105 Cmolas);UP Krzeszowice
4716;UP Cmolas (36-105 Cmolas);UP Warszawa 125
4717;UP Cmolas (36-105 Cmolas);UP Poznań 68
4718;UP Cmolas (36-105 Cmolas);UP Mońki
4719;UP Cmolas (36-105 Cmolas);UP Konin 1
4720;UP Cmolas (36-105 Cmolas);UP Warszawa 36
4721;UP Cmolas (36-105 Cmolas);UP Kościerzyna 1
4722;UP Cmolas (36-105 Cmolas);UP Kołaczyce
4723;UP Cmolas (36-105 Cmolas);UP Warszawa 22
4724;UP Cmolas (36-105 Cmolas);UP Głubczyce
4725;UP Cmolas (36-105 Cmolas);UP Pszczyna
4726;UP Cmolas (36-105 Cmolas);WER Olsztyn-Sekcja Rozdzielni Przesyłek Listowych Miasto
4727;UP Cmolas (36-105 Cmolas);UP Czudec
4728;UP Cmolas (36-105 Cmolas);UP Bydgoszcz 39
4729;UP Cmolas (36-105 Cmolas);UP Tarnowskie Góry 1
4730;UP Cmolas (36-105 Cmolas);FUP Nowy Sącz 2
4731;UP Cmolas (36-105 Cmolas);UP Olsztyn 2
4732;UP Cmolas (36-105 Cmolas);UP Komorniki 1
4733;UP Cmolas (36-105 Cmolas);UP Warszawa 47
4734;UP Cmolas (36-105 Cmolas);UP Dąbrowa Górnicza 1
4735;UP Cmolas (36-105 Cmolas);UP Zgorzelec 1
4736;UP Cmolas (36-105 Cmolas);UP Grodzisk Wielkopolski
4737;UP Cmolas (36-105 Cmolas);UP Lublin 17
4738;UP Cmolas (36-105 Cmolas);UP Tuszów Narodowy
4739;UP Nowa Ruda 1 (ul. Niepodległości 1, 57-400 Nowa Ruda);UP Nowa Ruda 1
4740;AP Przygórze (57-431 Przygórze);UP Warszawa 113
4741;AP Przygórze (57-431 Przygórze);UP Nowa Ruda 1
4742;AP Przygórze (57-431 Przygórze);UP Lądek-Zdrój
4743;AP Przygórze (57-431 Przygórze);UP Wrocław 52
4744;AP Przygórze (57-431 Przygórze);UP Wałbrzych 1
4745;AP Przygórze (57-431 Przygórze);UP Katowice 25
4746;AP Przygórze (57-431 Przygórze);UP Świdnica Śląska 1
4747;AP Przygórze (57-431 Przygórze);UP Mysiadło
4748;AP Przygórze (57-431 Przygórze);UP Wrocław 68
4749;AP Przygórze (57-431 Przygórze);UP Chorzów 1
4750;AP Przygórze (57-431 Przygórze);UP Kłodzko 1
4751;AP Przygórze (57-431 Przygórze);UP Warszawa 76
4752;AP Przygórze (57-431 Przygórze);UP Kraków 73
4753;AP Przygórze (57-431 Przygórze);UP Zamość 1
4754;AP Przygórze (57-431 Przygórze);UP Nowy Targ 1
4755;AP Przygórze (57-431 Przygórze);UP Jelenia Góra 9
4756;AP Przygórze (57-431 Przygórze);UP Warszawa 13
4757;AP Przygórze (57-431 Przygórze);UP Międzylesie k. Bystrzycy Kłodzkiej
4758;AP Przygórze (57-431 Przygórze);UP Warszawa 33
4759;AP Przygórze (57-431 Przygórze);UP Gniezno 1
4760;AP Przygórze (57-431 Przygórze);UP Ostrołęka 2
4761;AP Przygórze (57-431 Przygórze);UP Gdynia 2
4762;AP Przygórze (57-431 Przygórze);UP Rabka-Zdrój
4763;AP Przygórze (57-431 Przygórze);UP Chełm 1
4764;AP Przygórze (57-431 Przygórze);UP Kraków 23
4765;AP Przygórze (57-431 Przygórze);UP Bystrzyca Kłodzka 1
4766;AP Przygórze (57-431 Przygórze);UP Wrocław 49
4767;AP Przygórze (57-431 Przygórze);UP Wrocław 39
4768;AP Przygórze (57-431 Przygórze);UP Wrocław 36
4769;AP Przygórze (57-431 Przygórze);UP Wrocław 57
4770;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Boguszów-Gorce 1
4771;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);FUP Wałbrzych 1
4772;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Wałbrzych 1
4773;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Kraków 23
4774;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Kamienna Góra 1
4775;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);Centrum Obsługi Finansowej Bytom
4776;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Warszawa 1
4777;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Kraków 4
4778;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Olsztyn 2
4779;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Wrocław 14
4780;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Gorzów Wielkopolski 1
4781;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Wałbrzych 14
4782;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Góra Śląska
4783;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Warszawa 50
4784;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Wrocław 67
4785;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Rabka-Zdrój
4786;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);PP Lublin L101
4787;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Wrocław 68
4788;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Świdnica Śląska 1
4789;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Warszawa 113
4790;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Zgorzelec 1
4791;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Wrocław 26
4792;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Warszawa 86
4793;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Gdańsk 16
4794;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Kąty Wrocławskie
4795;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Ostrów Wielkopolski 2
4796;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Chorzów 1
4797;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Świebodzice 1
4798;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Szczawno-Zdrój
4799;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Wiśniew k. Siedlec
4800;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Zielona Góra 2
4801;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Dzierżoniów 1
4802;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Jedlina-Zdrój
4803;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Oława 1
4804;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Jelcz-Laskowice 4
4805;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Kamieniec Ząbkowicki
4806;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Warszawa 125
4807;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Starogard Gdański 1
4808;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);FUP Boguszów-Gorce 1
4809;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Wrocław 66
4810;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Kłodzko 1
4811;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Poznań 20
4812;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Wrocław 10
4813;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Poznań 47
4814;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Wrocław 52
4815;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Zdzieszowice
4816;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Wrocław 1
4817;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Katowice 25
4818;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Wrocław 36
4819;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Zduńska Wola 1
4820;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Sulejów
4821;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Żywiec 1
4822;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Katowice 1
4823;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Racibórz
4824;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Warszawa 42
4825;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Jelenia Góra 14
4826;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Warszawa 79
4827;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Warszawa 22
4828;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Poznań 68
4829;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Katowice 26
4830;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Nakło nad Notecią 1
4831;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Swarzędz 1
4832;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Warszawa 119
4833;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Radom 1
4834;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Wrocław 15
4835;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Wadowice
4836;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Poznań 38
4837;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Mysłowice 1
4838;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Warszawa 93
4839;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Stargard 2
4840;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Pustków 3
4841;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Dębica 2
4842;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Pruchnik
4843;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Roźwienica
4844;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Warszawa 121
4845;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Przeźmierowo
4846;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Wrocław 65
4847;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Nowa Ruda 1
4848;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Katowice 14
4849;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Olesno
4850;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Trzebnica
4851;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Oleśnica Śląska 1
4852;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Szczecinek 1
4853;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Lwówek Śląski 1
4854;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Legnica 1
4855;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);WER Olsztyn-Sekcja Rozdzielni Przesyłek Listowych Miasto
4856;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Ząbkowice Śląskie 1
4857;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Dąbrówka k. Radzymina
4858;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Łódź 1
4859;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Bolesławiec Śląski 1
4860;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Kielce 2
4861;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Gliwice 2
4862;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Wrocław 60
4863;UP Boguszów-Gorce 1 (ul. Adama Mickiewicza 9, 58-370 Boguszów-Gorce);UP Łódź 6
4864;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Kraków 23
4865;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Tarnów 2
4866;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Rabka-Zdrój
4867;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Kraków 28
4868;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);AP Kraków
4869;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Kraków 4
4870;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Wola k. Pszczyny
4871;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Kalwaria Zebrzydowska
4872;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);FUP Kalwaria Zebrzydowska
4873;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Kraków 1
4874;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Warszawa 13
4875;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);FUP Kraków 73
4876;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Bielsko-Biała 2
4877;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Kraków 55
4878;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Warszawa 97
4879;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Kraków 73
4880;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Warszawa 12
4881;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Katowice 26
4882;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Nowy Targ 1
4883;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Zakopane
4884;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Bochnia
4885;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Nowy Sącz 2
4886;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Jordanów
4887;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);PP Warszawa W101
4888;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Kraków 49
4889;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Krzeszowice
4890;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);FUP Rabka-Zdrój
4891;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);FUP Nowy Sącz 2
4892;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Kraków 69
4893;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Olkusz
4894;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);FUP Kraków 16
4895;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Gdynia 2
4896;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Kraków 16
4897;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Wawrzeńczyce
4898;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Łódź 1
4899;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Kraków 60
4900;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Opole 1
4901;FUP Kraków 53 (ul. Topolowa 50, 31-075 Kraków);UP Koniusza
