,distance,sending_weekday,delivery_type,post_office_type,sending_hour_category,vehicle_travel_time,sending_hour,delivery_time_hours
6445,507.0,3,Economy registered letter,UP,0,4.868852459016393,14,99.81666666666666
6446,374.0,3,Economy registered letter,UP,0,3.737704918032787,14,93.96666666666667
6447,471.0,3,Economy registered letter,UP,0,4.918032786885246,14,94.41666666666667
6448,225.0,3,Economy registered letter,UP,0,2.3934426229508197,14,119.78333333333333
6449,307.0,3,Economy registered letter,UP,0,2.9508196721311477,14,140.73333333333332
6450,266.0,3,Economy registered letter,UP,0,2.918032786885246,14,91.66666666666667
6451,254.0,3,Economy registered letter,UP,0,2.5901639344262297,14,91.98333333333333
6452,430.0,3,Economy registered letter,UP,0,4.295081967213115,14,96.95
6453,151.0,3,Economy registered letter,UP,0,1.8524590163934427,14,92.16666666666667
6454,602.0,3,Economy registered letter,UP,0,6.278688524590164,14,96.11666666666666
6455,505.0,3,Economy registered letter,UP,0,5.688524590163935,14,91.86666666666666
6456,453.0,3,Economy registered letter,UP,0,4.311475409836065,14,117.88333333333334
6457,410.0,3,Economy registered letter,UP,0,4.573770491803279,14,93.63333333333334
6458,423.0,3,Economy registered letter,UP,0,4.245901639344262,14,96.56666666666666
6459,181.0,3,Economy registered letter,UP,0,2.19672131147541,14,117.83333333333333
6460,156.0,3,Economy registered letter,UP,0,1.8524590163934427,14,139.03333333333333
6461,137.0,3,Economy registered letter,UP,0,1.6229508196721312,14,117.38333333333334
6462,226.0,3,Economy registered letter,UP,0,2.278688524590164,14,93.45
6463,633.0,3,Economy registered letter,UP,0,6.0,14,91.21666666666667
6464,308.0,3,Economy registered letter,UP,0,2.9836065573770494,14,93.61666666666666
6465,230.0,3,Economy registered letter,UP,0,2.6885245901639343,14,93.81666666666666
6466,328.0,3,Economy registered letter,UP,0,3.2459016393442623,14,140.95
6467,403.0,3,Economy registered letter,UP,0,4.016393442622951,14,95.25
6468,376.0,3,Economy registered letter,UP,0,3.6721311475409837,14,140.78333333333333
6469,470.0,3,Economy registered letter,UP,0,4.622950819672131,14,116.95
6470,71.2,3,Economy registered letter,UP,0,1.1147540983606556,14,95.15
6471,607.0,3,Economy registered letter,UP,0,6.475409836065574,14,139.68333333333334
6472,315.0,3,Economy registered letter,UP,0,3.19672131147541,14,185.2
6473,452.0,3,Economy registered letter,UP,0,4.491803278688525,14,139.55
6474,208.0,3,Economy registered letter,UP,0,2.1475409836065573,14,92.11666666666666
6475,154.0,3,Economy registered letter,UP,0,1.7377049180327868,14,114.9
6476,419.0,3,Economy registered letter,UP,0,3.9836065573770494,14,140.06666666666666
6477,149.0,3,Economy registered letter,UP,0,1.7540983606557377,14,93.1
6478,265.0,3,Economy registered letter,UP,0,3.262295081967213,14,116.25
6479,152.0,3,Economy registered letter,UP,0,1.7868852459016393,14,91.53333333333333
6480,586.0,3,Economy registered letter,UP,0,6.065573770491803,14,117.33333333333333
6481,379.0,3,Economy registered letter,UP,0,4.344262295081967,14,119.61666666666666
6482,433.0,3,Economy registered letter,UP,0,4.278688524590164,14,94.7
6483,236.0,3,Economy registered letter,UP,0,2.4098360655737703,14,117.15
6484,603.0,3,Economy registered letter,UP,0,6.229508196721311,14,95.18333333333334
6485,28.3,3,Economy registered letter,UP,0,0.4426229508196721,14,92.88333333333334
6486,94.9,3,Economy registered letter,UP,0,1.1311475409836065,14,120.1
6487,452.0,3,Economy registered letter,UP,0,4.344262295081967,14,139.73333333333332
6488,120.0,3,Economy registered letter,UP,0,1.3442622950819672,14,119.55
6489,359.0,3,Economy registered letter,UP,0,4.0,14,95.81666666666666
6490,252.0,3,Economy registered letter,UP,0,2.639344262295082,14,115.1
6491,448.0,3,Economy registered letter,UP,0,4.19672131147541,14,143.16666666666666
6492,38.6,3,Economy registered letter,UP,0,0.5737704918032787,14,92.81666666666666
6493,55.0,3,Economy registered letter,UP,0,0.8852459016393442,14,91.11666666666666
6494,395.0,3,Economy registered letter,UP,0,4.426229508196721,14,114.95
6495,599.0,3,Economy registered letter,UP,0,5.934426229508197,14,119.53333333333333
6496,283.0,3,Economy registered letter,UP,0,2.80327868852459,14,95.43333333333334
6497,143.0,3,Economy registered letter,UP,0,1.6885245901639345,14,91.83333333333333
6498,201.0,3,Economy registered letter,UP,0,2.3114754098360657,14,96.31666666666666
6499,390.0,3,Economy registered letter,UP,0,3.80327868852459,14,163.7
6500,311.0,3,Economy registered letter,UP,0,3.0491803278688523,14,142.98333333333332
6501,389.0,3,Economy registered letter,UP,0,4.131147540983607,14,95.35
6502,591.0,3,Economy registered letter,UP,0,6.459016393442623,14,114.31666666666666
6503,194.0,3,Economy registered letter,UP,0,2.0491803278688523,14,97.75
6504,638.0,3,Economy registered letter,UP,0,6.065573770491803,14,94.11666666666666
6505,520.0,3,Economy registered letter,UP,0,5.131147540983607,14,117.15
6506,148.0,3,Economy registered letter,UP,0,1.7049180327868851,14,90.73333333333333
6507,509.0,3,Economy registered letter,UP,0,4.852459016393443,14,95.06666666666666
6508,148.0,3,Economy registered letter,UP,0,1.6885245901639345,14,89.16666666666667
6509,206.0,3,Economy registered letter,UP,0,2.2950819672131146,14,90.93333333333334
6510,209.0,3,Economy registered letter,UP,0,2.3442622950819674,14,120.66666666666667
6511,294.0,3,Economy registered letter,UP,0,3.442622950819672,14,92.75
6512,157.0,3,Economy registered letter,UP,0,1.7868852459016393,14,189.26666666666668
6513,125.0,3,Economy registered letter,UP,0,1.4918032786885247,14,115.66666666666667
6514,430.0,3,Economy registered letter,UP,0,4.262295081967213,14,90.45
6515,90.1,3,Economy registered letter,UP,0,1.3442622950819672,14,94.3
6516,160.0,3,Economy registered letter,UP,0,2.3442622950819674,14,165.63333333333333
6517,483.0,3,Economy registered letter,UP,0,5.081967213114754,14,94.53333333333333
6518,230.0,3,Economy registered letter,UP,0,2.7868852459016393,14,115.23333333333333
6519,132.0,3,Economy registered letter,UP,0,1.459016393442623,14,95.71666666666667
6520,333.0,3,Economy registered letter,UP,0,3.4754098360655736,14,91.68333333333334
6521,157.0,3,Economy registered letter,UP,0,1.8688524590163935,14,98.96666666666667
6522,442.0,3,Economy registered letter,UP,0,5.163934426229508,14,116.6
6523,87.2,3,Economy registered letter,UP,0,1.1967213114754098,14,92.75
6524,56.8,3,Economy registered letter,UP,0,0.819672131147541,14,95.4
6525,585.0,3,Economy registered letter,UP,0,5.770491803278689,14,119.76666666666667
6526,303.0,3,Economy registered letter,UP,0,3.6721311475409837,14,91.71666666666667
6527,250.0,3,Economy registered letter,UP,0,2.8688524590163933,14,115.76666666666667
6528,591.0,3,Economy registered letter,UP,0,6.442622950819672,14,119.16666666666667
6529,152.0,3,Economy registered letter,UP,0,1.7377049180327868,14,163.66666666666666
6530,451.0,3,Economy registered letter,UP,0,4.852459016393443,14,90.76666666666667
6531,457.0,3,Economy registered letter,UP,0,4.311475409836065,14,117.36666666666666
6532,467.0,3,Economy registered letter,UP,0,4.770491803278689,14,95.9
6533,463.0,3,Economy registered letter,UP,0,4.459016393442623,14,165.61666666666667
6534,175.0,3,Economy registered letter,UP,0,2.5245901639344264,14,191.91666666666666
6535,261.0,3,Economy registered letter,UP,0,2.9344262295081966,14,115.2
6536,650.0,3,Economy registered letter,UP,0,6.688524590163935,14,92.55
6537,381.0,3,Economy registered letter,UP,0,3.8524590163934427,14,93.01666666666667
6538,345.0,3,Economy registered letter,UP,0,3.557377049180328,14,96.65
6539,313.0,3,Economy registered letter,UP,0,3.1147540983606556,14,141.88333333333333
6540,356.0,3,Economy registered letter,UP,0,3.4918032786885247,14,164.58333333333334
6541,423.0,3,Economy registered letter,UP,0,4.016393442622951,14,141.03333333333333
6542,638.0,3,Economy registered letter,UP,0,6.39344262295082,14,90.81666666666666
6543,444.0,3,Economy registered letter,UP,0,4.213114754098361,14,167.93333333333334
6544,93.9,3,Economy registered letter,UP,0,1.4918032786885247,14,117.36666666666666
6545,446.0,3,Economy registered letter,UP,0,4.295081967213115,14,93.2
6546,119.0,3,Economy registered letter,UP,0,1.9836065573770492,14,93.38333333333334
6547,513.0,3,Economy registered letter,UP,0,5.19672131147541,14,116.88333333333334
6548,351.0,3,Economy registered letter,UP,0,3.80327868852459,14,90.33333333333333
6549,609.0,3,Economy registered letter,UP,0,6.344262295081967,14,143.28333333333333
6550,177.0,3,Economy registered letter,UP,0,1.901639344262295,14,94.91666666666667
6551,512.0,3,Economy registered letter,UP,0,5.819672131147541,14,117.25
6552,500.0,3,Economy registered letter,UP,0,4.836065573770492,14,116.66666666666667
6553,274.0,3,Economy registered letter,UP,0,2.819672131147541,14,88.85
6554,322.0,3,Economy registered letter,UP,0,3.8524590163934427,14,90.91666666666667
6555,174.0,3,Economy registered letter,UP,0,1.9836065573770492,14,93.9
6556,525.0,3,Economy registered letter,UP,0,5.163934426229508,14,138.28333333333333
6557,352.0,3,Economy registered letter,UP,0,4.213114754098361,14,117.05
6558,381.0,3,Economy registered letter,UP,0,4.0,14,96.18333333333334
6559,631.0,3,Economy registered letter,UP,0,6.0,14,95.55
6560,257.0,3,Economy registered letter,UP,0,3.1311475409836067,14,116.5
6561,457.0,3,Economy registered letter,UP,0,4.311475409836065,14,116.76666666666667
6562,117.0,3,Economy registered letter,UP,0,2.0491803278688523,14,113.43333333333334
6563,122.0,3,Economy registered letter,UP,0,1.3770491803278688,14,92.43333333333334
6564,193.0,3,Economy registered letter,UP,0,2.262295081967213,14,93.5
6565,455.0,3,Economy registered letter,UP,0,5.491803278688525,14,115.3
6566,405.0,3,Economy registered letter,UP,0,3.9344262295081966,14,90.03333333333333
6567,441.0,3,Economy registered letter,UP,0,4.508196721311475,14,96.78333333333333
6568,461.0,3,Economy registered letter,UP,0,4.426229508196721,14,119.46666666666667
6569,311.0,3,Economy registered letter,UP,0,3.7049180327868854,14,91.66666666666667
6570,304.0,3,Economy registered letter,UP,0,3.0491803278688523,14,91.11666666666666
6571,605.0,3,Economy registered letter,UP,0,6.459016393442623,14,119.11666666666666
6572,561.0,3,Economy registered letter,UP,0,5.540983606557377,14,92.01666666666667
6573,458.0,3,Economy registered letter,UP,0,4.704918032786885,14,114.85
6574,495.0,3,Economy registered letter,UP,0,4.721311475409836,14,93.73333333333333
6575,255.0,3,Economy registered letter,UP,0,2.7868852459016393,14,166.68333333333334
6576,187.0,3,Economy registered letter,UP,0,2.0491803278688523,14,97.63333333333334
6577,438.0,3,Economy registered letter,UP,0,4.147540983606557,14,115.68333333333334
6578,513.0,4,Economy registered letter,UP,1,5.836065573770492,15,89.8
6579,422.0,4,Economy registered letter,UP,1,4.229508196721311,15,143.4
6580,226.0,4,Economy registered letter,UP,1,2.2950819672131146,15,89.83333333333333
6581,130.0,4,Economy registered letter,UP,1,1.6721311475409837,15,68.23333333333333
6582,443.0,4,Economy registered letter,UP,1,4.180327868852459,15,90.66666666666667
6583,446.0,4,Economy registered letter,UP,1,4.868852459016393,15,66.98333333333333
6584,446.0,4,Economy registered letter,UP,1,4.868852459016393,15,71.7
6585,396.0,4,Economy registered letter,UP,1,4.639344262295082,15,91.55
6586,412.0,4,Economy registered letter,UP,1,4.344262295081967,15,94.85
6587,235.0,4,Economy registered letter,UP,1,2.622950819672131,15,93.55
6588,400.0,4,Economy registered letter,UP,1,4.131147540983607,15,92.35
6589,245.0,4,Economy registered letter,UP,1,2.557377049180328,15,117.25
6590,245.0,4,Economy registered letter,UP,1,2.557377049180328,15,114.8
6591,245.0,4,Economy registered letter,UP,1,2.557377049180328,15,138.51666666666668
6592,241.0,4,Economy registered letter,UP,1,2.6885245901639343,15,115.83333333333333
6593,261.0,4,Economy registered letter,UP,1,2.7704918032786887,15,115.21666666666667
6594,271.0,4,Economy registered letter,UP,1,3.19672131147541,15,92.78333333333333
6595,272.0,4,Economy registered letter,UP,1,2.9672131147540983,15,91.43333333333334
6596,261.0,4,Economy registered letter,UP,1,2.7704918032786887,15,138.13333333333333
6597,169.0,4,Economy registered letter,UP,1,1.9180327868852458,15,116.68333333333334
6598,424.0,4,Economy registered letter,UP,1,4.19672131147541,15,143.26666666666668
6599,255.0,4,Economy registered letter,UP,1,2.7049180327868854,15,117.76666666666667
6600,581.0,4,Economy registered letter,UP,1,5.704918032786885,15,118.21666666666667
6601,255.0,4,Economy registered letter,UP,1,2.7049180327868854,15,95.4
6602,255.0,4,Economy registered letter,UP,1,2.7049180327868854,15,93.45
6603,255.0,4,Economy registered letter,UP,1,2.7049180327868854,15,90.18333333333334
6604,255.0,4,Economy registered letter,UP,1,2.7049180327868854,15,141.66666666666666
6605,535.0,4,Economy registered letter,UP,1,5.672131147540983,15,93.01666666666667
6606,652.0,4,Economy registered letter,UP,1,6.672131147540983,15,94.18333333333334
6607,448.0,4,Economy registered letter,UP,1,4.622950819672131,15,96.31666666666666
6608,445.0,4,Economy registered letter,UP,1,5.163934426229508,15,95.18333333333334
6609,436.0,4,Economy registered letter,UP,1,4.147540983606557,15,91.96666666666667
6610,529.0,4,Economy registered letter,UP,1,5.786885245901639,15,117.81666666666666
6611,413.0,4,Economy registered letter,UP,1,4.098360655737705,15,116.48333333333333
6612,495.0,4,Economy registered letter,UP,1,4.737704918032787,15,114.85
6613,22.9,4,Economy registered letter,UP,1,0.3770491803278688,15,66.95
6614,342.0,4,Economy registered letter,UP,1,3.9836065573770494,15,93.45
6615,332.0,4,Economy registered letter,UP,1,3.459016393442623,15,92.11666666666666
6616,146.0,4,Economy registered letter,UP,1,1.6885245901639345,15,115.9
6617,201.0,4,Economy registered letter,UP,1,2.278688524590164,15,93.93333333333334
6618,290.0,4,Economy registered letter,UP,1,2.8524590163934427,15,142.46666666666667
6619,236.0,4,Economy registered letter,UP,1,2.639344262295082,15,94.8
6620,177.0,4,Economy registered letter,UP,1,1.9672131147540983,15,95.03333333333333
6621,506.0,4,Economy registered letter,UP,1,5.360655737704918,15,66.33333333333333
6622,317.0,4,Economy registered letter,UP,1,3.19672131147541,15,142.1
6623,479.0,4,Economy registered letter,UP,1,5.0,15,93.23333333333333
6624,209.0,4,Economy registered letter,UP,1,2.3442622950819674,15,117.86666666666666
6625,414.0,4,Economy registered letter,UP,1,4.360655737704918,15,93.36666666666666
6626,340.0,4,Economy registered letter,UP,1,3.7049180327868854,15,94.08333333333333
6627,303.0,4,Economy registered letter,UP,1,3.6557377049180326,15,114.38333333333334
6628,503.0,4,Economy registered letter,UP,1,5.360655737704918,15,70.03333333333333
6629,234.0,4,Economy registered letter,UP,1,2.7049180327868854,15,115.08333333333333
6630,535.0,4,Economy registered letter,UP,1,5.60655737704918,15,94.96666666666667
6631,450.0,4,Economy registered letter,UP,1,4.278688524590164,15,92.6
6632,321.0,4,Economy registered letter,UP,1,3.278688524590164,15,89.85
6633,320.0,4,Economy registered letter,UP,1,3.7704918032786887,15,91.33333333333333
6634,310.0,4,Economy registered letter,UP,1,3.6885245901639343,15,113.33333333333333
6635,402.0,4,Economy registered letter,UP,1,3.9672131147540983,15,115.05
6636,219.0,4,Economy registered letter,UP,1,2.540983606557377,15,91.76666666666667
6637,382.0,4,Economy registered letter,UP,1,4.344262295081967,15,94.6
6638,83.8,4,Economy registered letter,UP,1,1.0655737704918034,15,67.53333333333333
6639,573.0,4,Economy registered letter,UP,1,6.180327868852459,15,92.68333333333334
6640,477.0,4,Economy registered letter,UP,1,5.508196721311475,15,113.61666666666666
6641,483.0,4,Economy registered letter,UP,1,4.672131147540983,15,93.01666666666667
6642,55.2,4,Economy registered letter,UP,1,0.8524590163934426,15,71.86666666666666
6643,87.5,4,Economy registered letter,UP,1,1.1639344262295082,15,91.03333333333333
6644,493.0,4,Economy registered letter,UP,1,5.639344262295082,15,90.88333333333334
6645,206.0,4,Economy registered letter,UP,1,2.3442622950819674,15,91.28333333333333
6646,582.0,4,Economy registered letter,UP,1,5.80327868852459,15,68.26666666666667
6647,573.0,4,Economy registered letter,UP,1,6.016393442622951,15,66.5
6648,57.8,4,Economy registered letter,UP,1,0.9508196721311475,15,95.61666666666666
6649,418.0,4,Economy registered letter,UP,1,4.901639344262295,15,96.43333333333334
6650,571.0,4,Economy registered letter,UP,1,5.754098360655738,15,94.45
6651,329.0,4,Economy registered letter,UP,1,3.2295081967213113,15,89.65
6652,285.0,4,Economy registered letter,UP,1,3.5901639344262297,15,116.2
6653,194.0,4,Economy registered letter,UP,1,2.0491803278688523,15,90.71666666666667
6654,169.0,4,Economy registered letter,UP,1,1.8524590163934427,15,117.15
6655,356.0,4,Economy registered letter,UP,1,4.19672131147541,15,93.48333333333333
6656,515.0,4,Economy registered letter,UP,1,5.262295081967213,15,93.35
6657,188.0,4,Economy registered letter,UP,1,2.0327868852459017,15,95.46666666666667
6658,372.0,4,Economy registered letter,UP,1,4.278688524590164,15,91.63333333333334
6659,449.0,4,Economy registered letter,UP,1,4.262295081967213,15,95.55
6660,275.0,4,Economy registered letter,UP,1,3.0491803278688523,15,114.73333333333333
6661,429.0,4,Economy registered letter,UP,1,4.114754098360656,15,91.43333333333334
6662,469.0,4,Economy registered letter,UP,1,4.868852459016393,15,67.5
6663,513.0,4,Economy registered letter,UP,1,5.852459016393443,15,91.33333333333333
6664,201.0,4,Economy registered letter,UP,1,2.3114754098360657,15,116.9
6665,262.0,4,Economy registered letter,UP,1,2.918032786885246,15,144.78333333333333
6667,606.0,4,Economy registered letter,UP,1,6.114754098360656,15,94.11666666666666
6668,537.0,4,Economy registered letter,UP,1,6.131147540983607,15,68.6
6669,203.0,4,Economy registered letter,UP,1,2.9344262295081966,15,140.91666666666666
6670,207.0,4,Economy registered letter,UP,1,2.278688524590164,15,119.31666666666666
6671,403.0,4,Economy registered letter,UP,1,3.9836065573770494,15,112.01666666666667
6672,577.0,4,Economy registered letter,UP,1,6.081967213114754,15,119.18333333333334
6673,567.0,4,Economy registered letter,UP,1,5.491803278688525,15,96.53333333333333
6674,333.0,4,Economy registered letter,UP,1,3.4754098360655736,15,93.98333333333333
6675,129.0,4,Economy registered letter,UP,1,1.4918032786885247,15,92.98333333333333
6676,356.0,4,Economy registered letter,UP,1,3.5081967213114753,15,140.26666666666668
6678,397.0,4,Economy registered letter,UP,1,4.114754098360656,15,91.9
6679,124.0,4,Economy registered letter,UP,1,1.4262295081967213,15,92.45
6680,152.0,4,Economy registered letter,UP,1,1.6885245901639345,15,91.21666666666667
6681,521.0,4,Economy registered letter,UP,1,6.0,15,117.8
6682,345.0,4,Economy registered letter,UP,1,3.557377049180328,15,96.71666666666667
6683,452.0,4,Economy registered letter,UP,1,4.573770491803279,15,116.03333333333333
6684,443.0,4,Economy registered letter,UP,1,4.213114754098361,15,94.23333333333333
6685,22.9,4,Economy registered letter,UP,1,0.3770491803278688,15,68.23333333333333
6686,257.0,4,Economy registered letter,UP,1,3.1311475409836067,15,114.05
6687,321.0,4,Economy registered letter,UP,1,3.3114754098360657,15,90.88333333333334
6688,201.0,4,Economy registered letter,UP,1,2.3114754098360657,15,115.08333333333333
6689,171.0,4,Economy registered letter,UP,1,1.901639344262295,15,89.71666666666667
6690,283.0,4,Economy registered letter,UP,1,2.819672131147541,15,90.56666666666666
6691,153.0,4,Economy registered letter,UP,1,2.3278688524590163,15,91.35
6692,154.0,4,Economy registered letter,UP,1,1.7704918032786885,15,92.73333333333333
6693,381.0,4,Economy registered letter,UP,1,4.39344262295082,15,95.31666666666666
6694,559.0,4,Economy registered letter,UP,1,5.475409836065574,15,73.18333333333334
6695,302.0,4,Economy registered letter,UP,1,3.7540983606557377,15,98.68333333333334
6696,598.0,4,Economy registered letter,UP,1,6.19672131147541,15,69.15
6697,229.0,4,Economy registered letter,UP,1,2.4754098360655736,15,94.5
6698,180.0,4,Economy registered letter,UP,1,2.1475409836065573,15,72.75
6699,460.0,4,Economy registered letter,UP,1,4.754098360655738,15,90.95
6700,257.0,4,Economy registered letter,UP,1,3.0,15,95.73333333333333
6701,607.0,4,Economy registered letter,UP,1,6.491803278688525,15,73.53333333333333
6702,545.0,4,Economy registered letter,UP,1,5.442622950819672,15,70.93333333333334
6703,157.0,4,Economy registered letter,UP,1,1.6721311475409837,15,66.9
6704,152.0,4,Economy registered letter,UP,1,1.7868852459016393,15,91.65
6705,194.0,4,Economy registered letter,UP,1,2.19672131147541,15,89.01666666666667
6706,520.0,4,Economy registered letter,UP,1,4.918032786885246,15,92.1
6707,386.0,4,Economy registered letter,UP,1,4.459016393442623,15,93.26666666666667
6708,226.0,4,Economy registered letter,UP,1,2.4262295081967213,15,239.33333333333334
6709,244.0,4,Economy registered letter,UP,1,2.5901639344262297,15,93.86666666666666
6710,242.0,4,Economy registered letter,UP,1,2.622950819672131,15,119.48333333333333
6711,243.0,4,Economy registered letter,UP,1,2.622950819672131,15,90.33333333333333
6712,226.0,4,Economy registered letter,UP,1,2.4262295081967213,15,114.9
6713,229.0,4,Economy registered letter,UP,1,2.4754098360655736,15,93.63333333333334
6714,228.0,4,Economy registered letter,UP,1,2.442622950819672,15,117.7
6715,271.0,4,Economy registered letter,UP,1,3.278688524590164,15,91.91666666666667
6716,356.0,4,Economy registered letter,UP,1,4.213114754098361,15,94.78333333333333
6717,354.0,4,Economy registered letter,UP,1,4.278688524590164,15,93.46666666666667
6718,356.0,4,Economy registered letter,UP,1,4.213114754098361,15,94.31666666666666
6719,356.0,4,Economy registered letter,UP,1,4.213114754098361,15,94.43333333333334
6720,331.0,4,Economy registered letter,UP,1,3.8852459016393444,15,93.41666666666667
6721,331.0,4,Economy registered letter,UP,1,3.8852459016393444,15,114.26666666666667
6722,342.0,4,Economy registered letter,UP,1,4.016393442622951,15,91.28333333333333
6723,331.0,4,Economy registered letter,UP,1,3.8852459016393444,15,114.56666666666666
6724,342.0,4,Economy registered letter,UP,1,4.016393442622951,15,89.76666666666667
6725,229.0,4,Economy registered letter,UP,1,2.540983606557377,15,89.68333333333334
6726,584.0,4,Economy registered letter,UP,1,5.754098360655738,15,115.15
6727,571.0,4,Economy registered letter,UP,1,6.213114754098361,15,92.3
6728,311.0,4,Economy registered letter,UP,1,3.7540983606557377,15,92.65
6729,199.0,4,Economy registered letter,UP,1,2.5245901639344264,15,141.28333333333333
6730,376.0,4,Economy registered letter,UP,1,4.459016393442623,15,93.28333333333333
6731,371.0,4,Economy registered letter,UP,1,4.540983606557377,15,95.51666666666667
6732,376.0,4,Economy registered letter,UP,1,4.065573770491803,15,92.83333333333333
6733,541.0,4,Economy registered letter,UP,1,5.131147540983607,15,95.9
6734,374.0,4,Economy registered letter,UP,1,4.590163934426229,15,91.15
6735,178.0,4,Economy registered letter,UP,1,1.9672131147540983,15,92.3
6736,537.0,4,Economy registered letter,UP,1,5.278688524590164,15,90.48333333333333
6737,194.0,4,Economy registered letter,UP,1,2.2295081967213113,15,91.36666666666666
6738,245.0,4,Economy registered letter,UP,1,2.639344262295082,15,91.43333333333334
6739,382.0,4,Economy registered letter,UP,1,4.573770491803279,15,91.81666666666666
6740,627.0,4,Economy registered letter,UP,1,6.491803278688525,15,70.66666666666667
6741,451.0,4,Economy registered letter,UP,1,4.344262295081967,15,94.55
6742,150.0,4,Economy registered letter,UP,1,1.7704918032786885,15,94.71666666666667
6743,228.0,4,Economy registered letter,UP,1,2.4754098360655736,15,119.48333333333333
6744,226.0,4,Economy registered letter,UP,1,2.4262295081967213,15,166.33333333333334
6745,456.0,4,Economy registered letter,UP,1,4.639344262295082,15,91.15
6746,451.0,4,Economy registered letter,UP,1,4.868852459016393,15,71.76666666666667
6747,180.0,4,Economy registered letter,UP,1,2.262295081967213,15,71.06666666666666
6748,169.0,4,Economy registered letter,UP,1,1.8852459016393444,15,121.4
6749,353.0,4,Economy registered letter,UP,1,3.9836065573770494,15,92.73333333333333
6750,266.0,4,Economy registered letter,UP,1,2.9344262295081966,15,116.51666666666667
6751,577.0,4,Economy registered letter,UP,1,5.639344262295082,15,71.8
6752,535.0,4,Economy registered letter,UP,1,5.639344262295082,15,118.13333333333334
6753,483.0,4,Economy registered letter,UP,1,5.114754098360656,15,71.45
6754,149.0,4,Economy registered letter,UP,1,1.7377049180327868,15,90.46666666666667
6755,219.0,4,Economy registered letter,UP,1,2.5737704918032787,15,94.95
6756,194.0,4,Economy registered letter,UP,1,2.0491803278688523,15,95.88333333333334
6757,638.0,4,Economy registered letter,UP,1,6.426229508196721,15,71.05
6758,156.0,4,Economy registered letter,UP,1,1.8524590163934427,15,115.56666666666666
6759,671.0,4,Economy registered letter,UP,1,6.524590163934426,15,72.95
6760,575.0,4,Economy registered letter,UP,1,6.016393442622951,15,68.63333333333334
6761,231.0,4,Economy registered letter,UP,1,2.557377049180328,15,119.58333333333333
6762,576.0,4,Economy registered letter,UP,1,6.344262295081967,15,116.28333333333333
6763,250.0,4,Economy registered letter,UP,1,2.8688524590163933,15,92.6
6764,465.0,4,Economy registered letter,UP,1,4.672131147540983,15,115.05
6765,89.5,4,Economy registered letter,UP,1,1.2950819672131149,15,74.35
6766,340.0,4,Economy registered letter,UP,1,3.737704918032787,15,90.06666666666666
6767,509.0,4,Economy registered letter,UP,1,4.885245901639344,15,95.8
6768,165.0,4,Economy registered letter,UP,1,1.8688524590163935,15,95.28333333333333
6769,413.0,4,Economy registered letter,UP,1,4.081967213114754,15,116.58333333333333
6770,211.0,4,Economy registered letter,UP,1,2.4918032786885247,15,122.7
6771,452.0,4,Economy registered letter,UP,1,4.377049180327869,15,92.31666666666666
6772,533.0,4,Economy registered letter,UP,1,5.360655737704918,15,73.28333333333333
6773,91.4,4,Economy registered letter,UP,1,1.098360655737705,15,92.46666666666667
6774,226.0,4,Economy registered letter,UP,1,2.4262295081967213,15,166.33333333333334
6775,216.0,4,Economy registered letter,UP,1,2.5737704918032787,15,93.38333333333334
6776,114.0,4,Economy registered letter,UP,1,1.901639344262295,15,93.18333333333334
6777,117.0,4,Economy registered letter,UP,1,1.7377049180327868,15,92.01666666666667
6778,448.0,4,Economy registered letter,UP,1,4.262295081967213,15,92.05
6779,124.0,4,Economy registered letter,UP,1,1.4426229508196722,15,89.6
6780,146.0,4,Economy registered letter,UP,1,1.7377049180327868,15,92.95
6781,505.0,4,Economy registered letter,UP,1,5.688524590163935,15,117.08333333333333
6782,619.0,4,Economy registered letter,UP,1,6.081967213114754,15,113.3
6783,505.0,4,Economy registered letter,UP,1,5.688524590163935,15,116.31666666666666
6784,537.0,4,Economy registered letter,UP,1,6.229508196721311,15,114.2
6785,587.0,4,Economy registered letter,UP,1,5.688524590163935,15,91.6
6786,504.0,4,Economy registered letter,UP,1,5.672131147540983,15,115.31666666666666
6787,267.0,4,Economy registered letter,UP,1,3.278688524590164,15,95.23333333333333
6788,257.0,4,Economy registered letter,UP,1,3.1311475409836067,15,92.13333333333334
6789,257.0,4,Economy registered letter,UP,1,3.1311475409836067,15,91.33333333333333
6790,342.0,4,Economy registered letter,UP,1,3.3278688524590163,15,92.18333333333334
6791,262.0,4,Economy registered letter,UP,1,3.180327868852459,15,91.3
6792,590.0,4,Economy registered letter,UP,1,6.180327868852459,15,73.36666666666666
6793,564.0,4,Economy registered letter,UP,1,5.868852459016393,15,92.51666666666667
6794,447.0,4,Economy registered letter,UP,1,4.524590163934426,15,69.73333333333333
6795,539.0,4,Economy registered letter,UP,1,5.639344262295082,15,92.66666666666667
6796,338.0,4,Economy registered letter,UP,1,3.557377049180328,15,93.56666666666666
6797,450.0,4,Economy registered letter,UP,1,4.295081967213115,15,95.46666666666667
6798,631.0,4,Economy registered letter,UP,1,6.032786885245901,15,70.05
6799,274.0,4,Economy registered letter,UP,1,2.819672131147541,15,93.1
6800,352.0,4,Economy registered letter,UP,1,4.147540983606557,15,143.33333333333334
6801,439.0,4,Economy registered letter,UP,1,5.409836065573771,15,94.1
6802,180.0,4,Economy registered letter,UP,1,2.1475409836065573,15,163.61666666666667
6803,79.0,4,Economy registered letter,UP,1,1.2295081967213115,15,90.41666666666667
