,Address,Coordinates
1816,UP Łagów Lubuski,"(50.7754877, 21.0839837)"
1817,UP Kargowa,"(52.0719225, 15.8648044)"
1818,UP Gorzów Wielkopolski 15,"(50.0799574, 19.2325957)"
1819,UP Zielona Góra 1,"(53.056101, 23.8370742)"
1820,FUP Warszawa 84,"(52.2319581, 21.0067249)"
1821,UP Chęciny,"(50.8000835, 20.4622228)"
1822,UP Przytoczna,"(52.5776, 15.67994)"
1823,UP Sztabin,"(53.6773198, 23.103732)"
1824,UP Krzeszyce,"(52.5832825, 15.010099)"
1825,UP Słońsk,"(52.5649328, 14.8053799)"
1826,UP Szczecin 41,"(53.4301818, 14.5509623)"
1827,FUP Wolsztyn 1,"(52.11725, 16.1126622)"
1828,FUP Piaseczno k. Warszawy 1,"(52.0747377, 21.0270885)"
1829,UP Kłodawa Gorzowska,"(52.2574519, 18.911206)"
1830,FUP Kleszczów,"(50.1051938, 19.7487753)"
1831,UP Nowogród Bobrzański,"(53.2280804, 21.8797908)"
1832,AP Wolsztyn,"(52.11725, 16.1126622)"
1833,AP Międzyrzecz,"(52.4448261, 15.578637)"
1834,UP Milanówek,"(52.1237468, 20.66934425925369)"
1835,UP Warszawa 122,"(52.2319581, 21.0067249)"
1836,UP Gorzów Wielkopolski 3,"(50.0799574, 19.2325957)"
1837,UP Gorzów Wielkopolski 12,"(50.0799574, 19.2325957)"
1838,UP Przemyśl 1,"(49.78355525, 22.78851130307014)"
1839,UP Gozdnica,"(51.45355275, 15.081600151500894)"
1840,UP Dobiegniew,"(52.9667749, 15.7548055)"
1841,AP Strzelce Krajeńskie,"(52.67644, 18.10092)"
1842,FUP Międzyrzecz 1,"(52.4448261, 15.578637)"
1843,AP Lipki Wielkie,"(51.8528513, 18.8836928)"
1844,UP Włoszakowice,"(51.9271412, 16.361945)"
1845,AP Piekary Śląskie,"(51.39338, 19.5203)"
1846,UP Lubawa,"(53.5005027, 19.735448592924836)"
1847,UP Zbąszynek,"(52.2435002, 15.8139047)"
1848,UP Główczyce,"(54.6198022, 17.3732889)"
1849,UP Rybno,"(52.3972222, 18.4672222)"
1850,UP Dobrodzień,"(50.7288597, 18.444336)"
1851,UP Bielsk,"(52.6713156, 19.8049119)"
1852,UP Trzebiatów n. Regą 1,"(54.0627026, 15.2657157)"
1853,UP Pniewy,"(52.5089624, 16.2566411)"
1854,UP Wilga,"(49.9677323, 19.9728341)"
1855,UP Mrozy,"(52.1655506, 21.8001682)"
1856,UP Dębe Wielkie,"(52.4931649, 20.9181284)"
1857,UP Gliwice 20,"(50.30113145, 18.662347227971978)"
1858,UP Zduny k. Krotoszyna,"(51.6463268, 17.377617)"
1859,UP Chocianów 1,"(51.4168327, 15.8986889)"
1860,UP Rozogi,"(53.7918383, 21.1286863)"
1861,UP Głogówek,"(50.3534373, 17.8619329)"
1862,UP Warszawa 81,"(52.2319581, 21.0067249)"
1863,FUP Warszawa 119,"(52.2319581, 21.0067249)"
1864,UP Pieniężno,"(54.2385662, 20.1258163)"
1865,UP Olsztyn 1,"(53.7767239, 20.477781292210345)"
1866,UP Łochów,"(52.53042, 21.68528)"
1867,UP Olsztyn 8,"(53.7767239, 20.477781292210345)"
1868,UP Ryn,"(53.9386839, 21.5440643)"
1869,UP Lipsko n. Wisłą,"(51.158513, 21.6490099)"
1870,UP Bydgoszcz 48,"(53.12974625, 18.029369658534854)"
1871,UP Waganiec,"(52.8030022, 18.8768049)"
1872,UP Warszawa 25,"(52.2319581, 21.0067249)"
1873,UP Warszawa 26,"(52.2319581, 21.0067249)"
1874,FUP Łomianki,"(52.3355273, 20.895012)"
1875,UP Józefów k. Otwocka 3,"(50.4808298, 23.0540591)"
1876,UP Naruszewo,"(52.5272543, 20.3565731)"
1877,FUP Białystok 4,"(53.127505049999996, 23.147050870161664)"
1878,UP Tykocin,"(53.207646, 22.7730188)"
1879,UP Garbatka-Letnisko,"(51.4933539, 21.6318482)"
1880,FUP Kańczuga,"(49.9843732, 22.4131838)"
1881,UP Tuszów Narodowy,"(51.0924295, 22.5424232)"
1882,AP Cieszyn,"(49.7557676, 18.65623134091032)"
1883,FUP Polanica-Zdrój,"(50.39886095, 16.506202213566375)"
1884,UP Jelenia Góra 12,"(51.400859, 15.3478149)"
1885,UP Raszków,"(51.7182066, 17.7277057)"
1886,FUP Leszno 2,"(51.8436068, 16.58042182076424)"
1887,UP Szczecin 34,"(53.4301818, 14.5509623)"
1888,UP Rymań,"(53.946036, 15.5344337)"
1889,UP Bydgoszcz 28,"(53.12974625, 18.029369658534854)"
1890,UP Grudziądz 8,"(53.47251195, 18.761893676880046)"
1891,FUP Toruń 5,"(53.0145361, 18.596583144651557)"
1892,UP Zławieś Wielka,"(53.09944835, 18.291537581920235)"
1893,FUP Brodnica 1,"(53.2580224, 19.405433708150433)"
1894,FUP Rypin 1,"(53.06296225, 19.419334932103737)"
1895,UP Ciechocinek 1,"(52.883941300000004, 18.80326826019677)"
1896,FUP Łódź 52,"(51.7687323, 19.4569911)"
1897,UP Łyse,"(52.907923, 23.1102495)"
1898,FUP Grajewo 1,"(53.6399088, 22.457839141500717)"
1899,UP Drelów,"(51.9120435, 22.8715008)"
1900,UP Wąwolnica,"(51.2934026, 22.1461978)"
1901,UP Jarocin k. Niska,"(51.9738992, 17.5011225)"
1902,UP Krzywcza n. Sanem,"(49.79894, 22.54667)"
1903,FUP Nowogrodziec,"(51.1971363, 15.3987046)"
1904,UP Sulejów,"(51.3549202, 19.8890802)"
1905,UP Nowa Brzeźnica,"(53.6462325, 18.7290468)"
1906,UP Hyżne k. Dynowa,"(49.9184999, 22.173322)"
1907,FUP Borowa k. Mielca,"(51.3275, 19.4888)"
1908,FUP Pruszków 1,"(52.17203175, 20.80111678699555)"
1909,UP Brwinów,"(52.1425551, 20.7170701)"
1910,UP Łapy,"(52.9908208, 22.883005)"
1911,UP Lubaczów,"(50.15712635, 23.11793411292922)"
1912,UP Czudec,"(49.9463655, 21.8358282)"
1913,UP Turawa,"(50.7392667, 18.0757762)"
1914,UP Paczków,"(50.4636773, 17.0057683)"
1915,UP Wierzbica k. Radomia,"(51.2492925, 21.0792463)"
1916,UP Dąbrowa Biskupia,"(52.9663293, 20.2781539)"
1917,UP Rząśnik k. Pułtuska,"(52.7130725, 21.3684196)"
1918,UP Żmudź,"(51.0243729, 23.6726761)"
1919,UP Baranów n. Wieprzem,"(52.12305, 20.47315)"
1920,UP Orzysz,"(53.809833, 21.9473601)"
1921,UP Jastrowie,"(53.4205494, 16.8150156)"
1922,UP Kosów Lacki,"(52.0486305, 20.8253713)"
1923,UP Czarna k. Ustrzyk Dolnych,"(51.3938508, 18.6338405)"
1924,UP Knyszyn,"(53.3122442, 22.9200387)"
1925,UP Warka,"(51.7850969, 21.1833835)"
1926,FUP Marki 1,"(52.336375200000006, 21.12071915152803)"
1927,AP Boruja Kościelna,"(52.2250968, 16.0684774)"
1928,UP Firlej,"(51.5582926, 22.5054567)"
1929,UP Nasielsk 1,"(52.5867531, 20.8130115)"
1930,UP Górno k. Kielc,"(50.84859, 20.82244)"
1931,UP Tuchowicz,"(51.8895053, 22.2231349)"
1932,UP Korczew n. Bugiem,"(52.3537279, 22.6124732)"
1933,UP Rajcza k. Żywca,"(49.503221, 19.1013077)"
1934,UP Bralin,"(51.2856408, 17.902782)"
1935,UP Bukowsko,"(49.479049, 22.0609368)"
1936,UP Wołczyn,"(51.0190253, 18.049603)"
1937,UP Śmigiel,"(52.012744, 16.5271118)"
1938,FUP Łomża 1,"(53.18243065, 22.052183817808846)"
1939,UP Aleksandrów k. Opoczna,"(52.3385258, 20.6309521)"
1940,UP Bisztynek,"(54.0866828, 20.908828)"
1941,UP Filipów,"(54.1796287, 22.6215914)"
1942,UP Przemęt,"(52.0077748, 16.3021613)"
1943,UP Łomża 6,"(53.18243065, 22.052183817808846)"
1944,FUP Tykocin,"(53.207646, 22.7730188)"
1945,UP Poświętne k. Wołomina,"(53.5474877, 23.0985881)"
1946,FUP Parczew,"(51.639, 22.9)"
1947,FUP Krapkowice 1,"(50.4747413, 17.9675262)"
1948,FUP Węgorzyno,"(53.5411822, 15.5602398)"
1949,UP Suchowola,"(53.578557, 23.1058224)"
1950,FUP Sulejówek 3,"(52.2467992, 21.282523)"
1951,UP Mońki,"(53.4065738, 22.7983772)"
1952,UP Świerzawa,"(51.0147404, 15.8948997)"
1953,UP Mirsk,"(50.9721836, 15.3857926)"
1954,AP Gościcino,"(54.6034684, 18.1547108)"
1955,FUP Gubin 1,"(51.95734105, 14.737042559250952)"
1956,UP Dynów,"(49.813777349999995, 22.238094355888542)"
1957,UP Boguchwała,"(49.9806882, 21.9391822)"
1958,UP Rzeszów 1,"(50.013064, 22.016143457294312)"
1959,FUP Rzeszów 14,"(50.013064, 22.016143457294312)"
1960,UP Pionki 1,"(51.471797949999996, 21.452332768245505)"
1961,FUP Tyczyn,"(49.9637919, 22.0336719)"
1962,FUP Rzeszów 2,"(50.013064, 22.016143457294312)"
1963,UP Rzeszów 16,"(50.013064, 22.016143457294312)"
1964,UP Bojanów k. Niska,"(50.4226596, 21.9503092)"
1965,UP Sokołów Małopolski,"(51.5148113, 18.7356098)"
1966,UP Rzeszów 3,"(50.013064, 22.016143457294312)"
1967,AP Józefosław,"(52.1006181, 21.0468759)"
1968,UP Rzeszów 15,"(50.013064, 22.016143457294312)"
1969,FUP Gniezno 2,"(52.52465015, 17.598152438162245)"
1970,UP Rzeszów 4,"(50.013064, 22.016143457294312)"
1971,UP Lesko,"(49.4689014, 22.3303816)"
1972,UP Przecław,"(50.1939186, 21.4798564)"
1973,FUP Rzeszów 17,"(50.013064, 22.016143457294312)"
1974,UP Chełmno 1,"(53.35250284999999, 18.440424707276136)"
1975,UP Wąsosz k. Góry Śląskiej,"(53.5219375, 22.3194128)"
1976,UP Kępno 1,"(51.2790265, 17.9866632)"
1977,UP Grudziądz 9,"(53.47251195, 18.761893676880046)"
1978,UP Działdowo 2,"(53.2406366, 20.184686473571944)"
1979,UP Rejowiec Fabryczny,"(51.0945453, 23.2832851)"
1980,UP Nowe 1,"(53.6462325, 18.7290468)"
1981,UP Skępe,"(52.8671562, 19.3465204)"
1982,AP Ząb,"(49.3361203, 19.9481892)"
1983,FUP Poznań 10,"(52.4006632, 16.91973259178088)"
1984,UP Węgorzyno,"(53.5411822, 15.5602398)"
1985,AP Baranowo,"(52.61297, 18.29891)"
1986,UP Warszawa 57,"(52.2319581, 21.0067249)"
1987,FUP Kłobuck,"(50.9024828, 18.9371319)"
1988,UP Słupsk 12,"(54.460570849999996, 17.027730037017736)"
1989,UP Bieżuń,"(52.9617996, 19.8899936)"
1990,FUP Warszawa 24,"(52.2319581, 21.0067249)"
1991,FUP Otwock 1,"(52.1161661, 21.293454716820303)"
1992,UP Słupsk 8,"(54.460570849999996, 17.027730037017736)"
1993,UP Borne Sulinowo,"(53.8179186, 17.4236613)"
1994,FUP Słupsk 10,"(54.460570849999996, 17.027730037017736)"
1995,UP Smętowo Graniczne,"(52.6125834, 18.9127304)"
1996,UP Leśna Podlaska,"(51.0241667, 15.2636111)"
1997,FUP Przeźmierowo,"(52.4260662, 16.7873751)"
1998,AP Cychry,"(51.8914586, 20.6563986)"
1999,UP Miejska Górka,"(50.8261035, 20.481355)"
2000,UP Iłowa k. Żagania,"(51.5006828, 15.1984599)"
2001,AP Opalenica,"(52.3088119, 16.4124256)"
2002,UP Krzywiń,"(51.962928, 16.819295)"
2003,UP Trzcinica k. Kępna,"(51.1675519, 18.0051758)"
2004,UP Ładzice,"(51.0817396, 19.3568614)"
2005,UP Mierzyn,"(51.2561204, 19.6761225)"
2006,UP Perzów,"(51.27627, 17.80996)"
2007,UP Olszówka,"(52.0047008, 20.4411888)"
2008,UP Bydgoszcz 19,"(53.12974625, 18.029369658534854)"
2009,UP Tarnów Opolski,"(50.025988299999995, 20.96405842696229)"
2010,FUP Olsztyn 1,"(53.7767239, 20.477781292210345)"
2011,UP Kodrąb k. Radomska,"(53.914256, 14.6102082)"
2012,UP Dobryszyce,"(51.1459513, 19.408872)"
2013,UP Rozprza,"(51.3016672, 19.6447813)"
2014,UP Jedlnia-Letnisko,"(51.4303531, 21.3292505)"
2015,UP Przedbórz,"(51.0868077, 19.8744414)"
2016,UP Gorzkowice,"(51.2151631, 19.5959459)"
2017,AP Turkowice,"(50.6570817, 23.74354834584146)"
2018,AP Nowa Sól,"(53.6462325, 18.7290468)"
2019,FUP Dobra k. Turku,"(51.9160472, 18.6151806)"
2020,FUP Kostrzyn nad Odrą,"(51.5748717, 20.7309873)"
2021,AP Ściechów,"(52.8144542, 14.9813984)"
2022,UP Cybinka,"(52.1940293, 14.7968841)"
2023,UP Haczów n. Wisłokiem,"(49.6714749, 21.8895884)"
2024,UP Domaradz,"(49.7953178, 21.9473137)"
2025,UP Jasienica Rosielna,"(49.8134638, 18.9196004)"
2026,UP Dydnia,"(49.6876575, 22.1713367)"
2027,AP Grabownica Starzeńska,"(51.5289376, 17.3823625)"
2028,UP Ustrzyki Dolne,"(49.49923435, 22.579081003478223)"
2029,UP Rakszawa,"(50.169963, 22.2324531)"
2030,FUP Mirków,"(51.1662782, 17.1588597)"
2031,UP Korczyna,"(49.7144991, 21.811188)"
2032,UP Chłopice,"(49.9483663, 22.674588)"
2033,UP Oborniki Śląskie,"(52.6455252, 16.8099756)"
2034,UP Iwonicz-Zdrój,"(49.5696688, 21.7932328)"
2035,UP Lubochnia,"(51.608851, 20.052374)"
2036,FUP Nowa Ruda 1,"(53.6462325, 18.7290468)"
2037,FUP Sanok 1,"(49.5567406, 22.211701678304745)"
2038,UP Sanok 3,"(49.5567406, 22.211701678304745)"
2039,FUP Warszawa 102,"(52.2319581, 21.0067249)"
2040,FUP Krosno 1,"(49.68898435, 21.75347880451494)"
2041,UP Radymno,"(49.9540655, 22.826733362211314)"
2042,UP Żabno,"(50.1335155, 20.8859257)"
2043,UP Pcim,"(49.7519944, 19.9667908)"
2044,UP Dubiecko,"(49.8253187, 22.3916222)"
2045,UP Rymanów,"(49.576131, 21.8676433)"
2046,FUP Zamość 1,"(50.721273, 23.259588703837892)"
2047,UP Łabunie,"(50.6526344, 23.3682884)"
2048,UP Radecznica,"(50.7500377, 22.8307007)"
2049,UP Nielisz,"(50.7982909, 23.046839)"
2050,FUP Miączyn,"(52.41289, 20.43436)"
2051,UP Komarów-Osada,"(50.6284673, 23.4830714)"
2052,UP Zamość 6,"(50.721273, 23.259588703837892)"
2053,UP Miączyn,"(52.41289, 20.43436)"
2054,UP Dołhobyczów,"(50.5867411, 24.0348579)"
2055,AP Zawada,"(53.848024, 21.3840787)"
2056,UP Zbuczyn,"(52.0897875, 22.4345132)"
2057,UP Łaszczów,"(50.532615, 23.7263929)"
2058,UP Mircze,"(50.6522373, 23.899667)"
2059,FUP Krasnobród,"(50.5460046, 23.2115593)"
2060,AP Pabianice,"(51.6662312, 19.35925466859993)"
2061,FUP Krasnystaw,"(50.99184805, 23.165038002215837)"
2062,UP Krynice,"(53.2252804, 23.0317413)"
2063,UP Warszawa 96,"(52.2319581, 21.0067249)"
2064,UP Grodzisko Dolne,"(54.1931617, 22.0229952)"
2065,UP Niedrzwica Duża,"(54.3333333, 22.2666666)"
2066,FUP Lublin 17,"(51.218194499999996, 22.554677565192677)"
2067,UP Lublin 7,"(51.218194499999996, 22.554677565192677)"
2068,UP Urszulin,"(51.3935008, 23.1953882)"
2069,UP Siedliszcze n. Wieprzem,"(51.1946235, 23.1648455)"
2070,UP Turobin,"(50.8218575, 22.7448564)"
2071,UP Lublin 62,"(51.218194499999996, 22.554677565192677)"
2072,FUP Niemce,"(51.3602767, 22.6284194)"
2073,UP Wysokie,"(54.63582, 17.89394)"
2074,UP Garbów,"(52.1582089, 19.5852566)"
2075,UP Daleszyce,"(50.801991, 20.8066334)"
2076,UP Halinów,"(52.3581586, 19.4706484)"
2077,UP Kąkolewnica Wschodnia,"(51.8990881, 22.7003878)"
2078,UP Trzydnik Duży,"(50.8582536, 22.174083304702762)"
2079,UP Nałęczów 3,"(51.2876064, 22.214792)"
2080,FUP Lublin 56,"(51.218194499999996, 22.554677565192677)"
2081,UP Lublin 11,"(51.218194499999996, 22.554677565192677)"
2082,UP Lublin 63,"(51.218194499999996, 22.554677565192677)"
2083,FUP Łęczna 1,"(51.3002941, 22.886766)"
2084,FUP Michów,"(51.52365, 22.3137905)"
2085,UP Strzyżewice,"(51.0471984, 22.4367336)"
2086,AP Żabia Wola,"(49.5389102, 21.8486283)"
2087,FUP Niedrzwica Duża,"(54.3333333, 22.2666666)"
2088,FUP Ostrów Lubelski,"(50.7335748, 18.761079)"
2089,UP Rybczewice,"(51.0264882, 22.855351719297705)"
2090,UP Chełm 6,"(51.13558825, 23.493936945891463)"
2091,UP Wojcieszków,"(51.769415, 22.3156679)"
2092,UP Kraśnik 7,"(50.943493200000006, 22.208352670460982)"
2093,UP Międzylesie k. Bystrzycy Kłodzkiej,"(50.1480131, 16.6669348)"
2094,UP Serniki,"(51.4370567, 22.658139)"
2095,UP Horyniec-Zdrój,"(50.1910278, 23.3625975)"
2096,UP Kurów,"(51.389829, 22.1863865)"
2097,UP Mełgiew,"(51.2305243, 22.7803878)"
2098,UP Annopol,"(50.8851655, 21.8550836)"
2099,UP Hańsk,"(51.4043384, 23.409225)"
2100,UP Tyszowce,"(50.6172008, 23.6982172)"
2101,FUP Motycz,"(51.2395618, 22.3812812)"
2102,UP Dorohusk,"(51.160568, 23.8032141)"
2103,UP Gościeradów,"(54.1336111, 22.3838889)"
2104,UP Ostrów Lubelski,"(50.7335748, 18.761079)"
2105,FUP Kraśnik 7,"(50.943493200000006, 22.208352670460982)"
2106,FUP Janów Lubelski,"(50.72164, 19.4364)"
2107,FUP Pionki 1,"(51.471797949999996, 21.452332768245505)"
2108,UP Dębowiec,"(50.5963783, 17.0836627)"
2109,UP Chodel,"(51.1121689, 22.1350543)"
2110,UP Biała Podlaska 6,"(52.7962925, 23.2369031)"
2111,FUP Lubartów 1,"(51.45842245, 22.6120935788813)"
2112,AP Żory,"(50.0388902, 18.680612383121996)"
2113,UP Ostrołęka 5,"(53.07803115, 21.574868231939817)"
2114,AP Radzymin,"(52.4176347, 21.1807836)"
2115,FUP Świerklaniec,"(50.4393321, 18.9388857)"
2116,WER Zabrze,"(50.31428055, 18.781576310579183)"
2117,FUP Nowy Targ 1,"(53.6462325, 18.7290468)"
2118,FUP Jasło 1,"(49.746962749999994, 21.493576018400987)"
2119,UP Łazy 1,"(50.4276105, 19.3948494)"
2120,UP Niemodlin,"(50.6415925, 17.6211388)"
2121,UP Komprachcice,"(50.6356474, 17.8227459)"
2122,UP Zelów,"(51.4652772, 19.2184947)"
2123,UP Chorkówka,"(49.6508145, 21.6729301)"
2124,UP Nieporęt,"(52.4232736, 21.0354595)"
2125,UP Stoczek Łukowski,"(52.829004, 23.7452291)"
2126,UP Podkowa Leśna,"(51.2077532, 23.6332534)"
2127,UP Warszawa 84,"(52.2319581, 21.0067249)"
2128,UP Warszawa 52,"(52.2319581, 21.0067249)"
2129,FUP Warszawa 37,"(52.2319581, 21.0067249)"
2130,UP Mikołajki k. Mrągowa,"(53.7981816, 21.5772462)"
2131,UP Szklarska Poręba 1,"(51.1338557, 16.9580891)"
2132,UP Przyłęk,"(50.5171687, 16.7779949)"
2133,FUP Warszawa 78,"(52.2319581, 21.0067249)"
2134,UP Warszawa 65,"(52.2319581, 21.0067249)"
2135,UP Jabłonna k. Warszawy,"(52.3766761, 20.9177941)"
2136,UP Warszawa 41,"(52.2319581, 21.0067249)"
2137,FUP Warszawa 45,"(52.2319581, 21.0067249)"
2138,UP Warszawa 8,"(52.2319581, 21.0067249)"
2139,FUP Dobre Miasto,"(51.8970802, 14.9020846)"
2140,UP Gózd k. Radomia,"(52.0620852, 21.4367256)"
2141,UP Lubowidz,"(53.1216748, 19.8407986)"
2142,UP Warszawa 147,"(52.2319581, 21.0067249)"
2143,FUP Żuromin,"(53.0671703, 19.9078353)"
2144,UP Cegłów,"(52.1468891, 21.7393727)"
2145,UP Płock 1,"(52.535347099999996, 19.713630138580008)"
2146,UP Baboszewo,"(52.6813829, 20.2582764)"
2147,FUP Ciechanów 2,"(52.871204399999996, 20.606245921754713)"
2148,UP Michałowice,"(51.6373565, 20.7279795)"
2149,FUP Zielonki,"(50.3535303, 20.9167143)"
2150,FUP Zabierzów,"(50.1146386, 19.7993814)"
2151,FUP Tarnobrzeg 1,"(50.58372, 21.711638132824728)"
2152,UP Skała,"(50.2303769, 19.853537)"
2153,UP Sułoszowa,"(50.2672276, 19.7330471)"
2154,UP Andrzejewo k. Czyżewa,"(52.8305612, 22.2006931)"
2155,UP Ożarów k. Opatowa Kieleckiego,"(50.8864089, 21.6656244)"
2156,FUP Gliwice 2,"(50.30113145, 18.662347227971978)"
2157,FUP Mińsk Mazowiecki 1,"(52.18366525, 21.653045661303345)"
2158,UP Pysznica,"(50.5751897, 22.1234297)"
2159,UP Józefów,"(50.4808298, 23.0540591)"
2160,UP Lublin 53,"(51.218194499999996, 22.554677565192677)"
2161,FUP Lublin 11,"(51.218194499999996, 22.554677565192677)"
2162,FUP Lublin 60,"(51.218194499999996, 22.554677565192677)"
2163,FUP Biłgoraj 1,"(50.53881485, 22.712481052013736)"
2164,UP Lublin 58,"(51.218194499999996, 22.554677565192677)"
2165,FUP Lublin 7,"(51.218194499999996, 22.554677565192677)"
2166,UP Lublin 10,"(51.218194499999996, 22.554677565192677)"
2167,UP Sandomierz 4,"(50.6793066, 21.7495055)"
2168,UP Stalowa Wola 5,"(52.3903831, 17.0150007)"
2169,UP Białystok 30,"(53.127505049999996, 23.147050870161664)"
2170,FUP Białystok 3,"(53.127505049999996, 23.147050870161664)"
2171,UP Białystok 16,"(53.127505049999996, 23.147050870161664)"
2172,FUP Mońki,"(53.4065738, 22.7983772)"
2173,UP Białystok 33,"(53.127505049999996, 23.147050870161664)"
2174,UP Białystok 28,"(53.127505049999996, 23.147050870161664)"
2175,UP Białystok 19,"(53.127505049999996, 23.147050870161664)"
2176,UP Białystok 29,"(53.127505049999996, 23.147050870161664)"
2177,UP Białystok 25,"(53.127505049999996, 23.147050870161664)"
2178,FUP Białystok 26,"(53.127505049999996, 23.147050870161664)"
2179,UP Białystok 3,"(53.127505049999996, 23.147050870161664)"
2180,FUP Białystok 2,"(53.127505049999996, 23.147050870161664)"
2181,UP Białystok 24,"(53.127505049999996, 23.147050870161664)"
2182,FUP Białystok 24,"(53.127505049999996, 23.147050870161664)"
2183,UP Białystok 10,"(53.127505049999996, 23.147050870161664)"
2184,UP Białystok 32,"(53.127505049999996, 23.147050870161664)"
2185,FUP Białystok 19,"(53.127505049999996, 23.147050870161664)"
2186,FUP Białystok 11,"(53.127505049999996, 23.147050870161664)"
2187,UP Białystok 31,"(53.127505049999996, 23.147050870161664)"
2188,FUP Hajnówka,"(52.731735549999996, 23.571247984159466)"
2189,UP Supraśl,"(53.2100391, 23.3360728)"
2190,UP Wasilków,"(53.198684, 23.2056777)"
2191,UP Kleosin,"(53.0986596, 23.1182654)"
2192,UP Bielsk Podlaski 4,"(52.6713156, 19.8049119)"
2193,FUP Białystok 33,"(53.127505049999996, 23.147050870161664)"
2194,UP Białystok 9,"(53.127505049999996, 23.147050870161664)"
2195,FUP Białystok 25,"(53.127505049999996, 23.147050870161664)"
2196,UP Białystok 23,"(53.127505049999996, 23.147050870161664)"
2197,UP Białystok 27,"(53.127505049999996, 23.147050870161664)"
2198,UP Kleszczele,"(52.574173, 23.3254851)"
2199,FUP Łapy,"(52.9908208, 22.883005)"
2200,UP Dąbrowa Białostocka,"(52.9663293, 20.2781539)"
2201,FUP Kleosin,"(53.0986596, 23.1182654)"
2202,UP Sterdyń,"(52.5768284, 22.2973098)"
2203,UP Suwałki 4,"(54.102712499999996, 22.931878217494493)"
2204,AP Wygoda,"(53.5150189, 19.9062302)"
2205,FUP Gródek,"(53.5016001, 18.3577913)"
2206,UP Suwałki 3,"(54.102712499999996, 22.931878217494493)"
2207,FUP Suwałki 1,"(54.102712499999996, 22.931878217494493)"
2208,AP Księżyno,"(53.0820479, 23.1009206)"
2209,UP Tuczna,"(51.8802647, 23.4246485)"
2210,UP Słupsk 10,"(54.460570849999996, 17.027730037017736)"
2211,FUP Kobierzyce,"(50.9720586, 16.9298119)"
2212,"UP Janowiec Wielkopolski (ul. Gnieźnieńska 1, 88-430 Janowiec Wielkopolski)","(51.3232858, 21.890616)"
2213,"PP Piotrków Trybunalski E301 (ul. Łódzka 66, 97-303 Piotrków Trybunalski)","(50.7172566, 16.8821979)"
2214,"AP Sobótka k. Łęczycy (Sobótka-Kolonia 51, 99-150 Sobótka-Kolonia)","(50.8990885, 16.7445705)"
2215,"PP Bydgoszcz C102 (ul. Pocztowa 12, 85-900 Lisi Ogon)","(53.12974625, 18.029369658534854)"
2216,"UP Wieliczka (ul. Legionów 3, 32-020 Wieliczka)","(49.9823773, 20.0602114)"
2217,"UP Chojnice 1 (Rynek Stary Rynek 8, 89-600 Chojnice)","(53.6999165, 17.570344138115953)"
2218,"FUP Gdańsk 50 (ul. Okopowa 21/27, 80-810 Gdańsk)","(54.36143405, 18.62821847557274)"
2219,"UP Poznań 5 (ul. 28 Czerwca 1956 R. 132, 61-530 Poznań)","(52.4006632, 16.91973259178088)"
2220,"UP Koszalin 2 (ul. Mieszka I 11, 75-950 Koszalin)","(54.20727105, 16.217530768271565)"
2221,"UP Nysa 1 (ul. Bolesława Krzywoustego 21, 48-300 Nysa)","(50.4738029, 17.3324733)"
2222,"UP Gniezno 1 (ul. Bolesława Chrobrego 36, 62-200 Gniezno)","(52.52465015, 17.598152438162245)"
2223,"FUP Gniezno 1 (Łubowo 60, 62-260 Łubowo)","(52.52465015, 17.598152438162245)"
2224,"UP Sieradz 1 (ul. Żwirki i Wigury 5, 98-200 Sieradz)","(51.6017529, 18.739901469268844)"
2225,"UP Kraków 23 (ul. Bronowicka 44, 30-093 Kraków)","(50.0469432, 19.997153435836697)"
2226,"AP Kraków (ul. Józefa Wybickiego 3A, 31-302 Kraków)","(50.0469432, 19.997153435836697)"
2227,"UP Warszawa 4 (ul. Targowa 73, 03-700 Warszawa)","(52.2319581, 21.0067249)"
2228,"UP Kraków 55 (ul. Rzemieślnicza 1A, 30-444 Kraków)","(50.0469432, 19.997153435836697)"
2229,"FUP Lublin 17 (ul. Tomasza Zana 39, 20-634 Lublin)","(51.218194499999996, 22.554677565192677)"
2230,"FUP Lublin 17 (ul. Kawaleryjska 20a, 20-552 Lublin)","(51.218194499999996, 22.554677565192677)"
2231,"AP Kraków (ul. Kobierzyńska 42, 30-363 Kraków)","(50.0469432, 19.997153435836697)"
2232,"UP Mszana Dolna (ul. Maksymiliana Marii Kolbego 3, 34-730 Mszana Dolna)","(51.1020202, 16.0316337)"
2233,"UP Zgorzelec 1 (ul. Kazimierza Pułaskiego 15, 59-900 Zgorzelec)","(51.15178695, 15.014432971933283)"
2234,"FUP Zawiercie 1 (ul. Powstańców Śląskich 1, 42-403 Zawiercie)","(50.4844179, 19.4333887)"
2235,"UP Zawiercie 1 (ul. Marszałka Józefa Piłsudskiego 13, 42-400 Zawiercie)","(50.4844179, 19.4333887)"
2236,"FUP Opole 7 (ul. Wrocławska 152-154, 45-835 Opole)","(50.678792900000005, 17.929884436033525)"
2237,"FUP Opole 7 (ul. Walerego Wróblewskiego 25, 45-760 Opole)","(50.678792900000005, 17.929884436033525)"
2238,"FUP Chełm 1 (ul. Lubelska 73a, 22-102 Chełm)","(51.13558825, 23.493936945891463)"
2239,"FUP Poznań 2 (Rynek Łazarski 7, 60-700 Poznań)","(52.4006632, 16.91973259178088)"
